"health_officer_region","county","mmwr_year","mmwr_week","start_date","end_date","mnth_lbl","total_ca_pop","total_cnty_pop","cumulative_infected","cumulative_severe","new_infections","new_severe","cum_rate_100k","inf_rate_100k","sev_rate_100k"
"Central California","Tuolumne",2023,35,2023-08-27,2023-09-02,"Aug",39109070,53387,32,0,476,7,59.9,891.6,13.1
"Central California","Tuolumne",2023,36,2023-09-03,2023-09-09,"Sep",39109070,53387,38,0,410,11,71.2,768,20.6
"Central California","Tuolumne",2023,37,2023-09-10,2023-09-16,"Sep",39109070,53387,45,0,427,19,84.3,799.8,35.6
"Central California","Tuolumne",2023,38,2023-09-17,2023-09-23,"Sep",39109070,53387,58,0,466,11,108.6,872.9,20.6
"Central California","Tuolumne",2023,39,2023-09-24,2023-09-30,"Sep",39109070,53387,65,0,409,22,121.8,766.1,41.2
"Central California","Tuolumne",2023,40,2023-10-01,2023-10-07,"Oct",39109070,53387,71,0,354,21,133,663.1,39.3
"Central California","Tuolumne",2023,41,2023-10-08,2023-10-14,"Oct",39109070,53387,76,0,382,13,142.4,715.5,24.4
"Central California","Tuolumne",2023,42,2023-10-15,2023-10-21,"Oct",39109070,53387,89,0,423,9,166.7,792.3,16.9
"Central California","Tuolumne",2023,43,2023-10-22,2023-10-28,"Oct",39109070,53387,96,0,299,17,179.8,560.1,31.8
"Central California","Tuolumne",2023,44,2023-10-29,2023-11-04,"Oct",39109070,53387,97,0,216,6,181.7,404.6,11.2
"Central California","Tuolumne",2023,45,2023-11-05,2023-11-11,"Nov",39109070,53387,102,0,167,12,191.1,312.8,22.5
"Central California","Tuolumne",2023,46,2023-11-12,2023-11-18,"Nov",39109070,53387,103,0,60,7,192.9,112.4,13.1
"Central California","Tuolumne",2023,47,2023-11-19,2023-11-25,"Nov",39109070,53387,104,0,9,10,194.8,16.9,18.7
"Central California","Tuolumne",2023,48,2023-11-26,2023-12-02,"Nov",39109070,53387,105,0,10,8,196.7,18.7,15
"Central California","Tuolumne",2023,49,2023-12-03,2023-12-09,"Dec",39109070,53387,105,0,0,3,196.7,0,5.6
"Central California","Tuolumne",2023,50,2023-12-10,2023-12-16,"Dec",39109070,53387,105,0,3,0,196.7,5.6,0
"Central California","Tuolumne",2023,51,2023-12-17,2023-12-23,"Dec",39109070,53387,105,0,0,0,196.7,0,0
"Central California","Tuolumne",2023,52,2023-12-24,2023-12-30,"Dec",39109070,53387,105,0,0,1,196.7,0,1.9
"Greater Sierra Sacramento","Alpine",2023,22,2023-05-28,2023-06-03,"May",39109070,1165,0,0,0,0,0,0,0
"Greater Sierra Sacramento","Alpine",2023,23,2023-06-04,2023-06-10,"Jun",39109070,1165,0,0,0,0,0,0,0
"Greater Sierra Sacramento","Alpine",2023,24,2023-06-11,2023-06-17,"Jun",39109070,1165,0,0,0,0,0,0,0
"Greater Sierra Sacramento","Alpine",2023,25,2023-06-18,2023-06-24,"Jun",39109070,1165,0,0,0,0,0,0,0
"Greater Sierra Sacramento","Alpine",2023,26,2023-06-25,2023-07-01,"Jun",39109070,1165,0,0,2,0,0,171.7,0
"Greater Sierra Sacramento","Alpine",2023,27,2023-07-02,2023-07-08,"Jul",39109070,1165,0,0,2,0,0,171.7,0
"Greater Sierra Sacramento","Alpine",2023,28,2023-07-09,2023-07-15,"Jul",39109070,1165,0,0,4,0,0,343.3,0
"Greater Sierra Sacramento","Alpine",2023,29,2023-07-16,2023-07-22,"Jul",39109070,1165,0,0,3,0,0,257.5,0
"Greater Sierra Sacramento","Alpine",2023,30,2023-07-23,2023-07-29,"Jul",39109070,1165,0,0,0,0,0,0,0
"Greater Sierra Sacramento","Alpine",2023,31,2023-07-30,2023-08-05,"Jul",39109070,1165,0,0,7,0,0,600.9,0
"Greater Sierra Sacramento","Alpine",2023,32,2023-08-06,2023-08-12,"Aug",39109070,1165,0,0,3,0,0,257.5,0
"Greater Sierra Sacramento","Alpine",2023,33,2023-08-13,2023-08-19,"Aug",39109070,1165,0,0,8,0,0,686.7,0
"Greater Sierra Sacramento","Alpine",2023,34,2023-08-20,2023-08-26,"Aug",39109070,1165,0,0,9,0,0,772.5,0
"Greater Sierra Sacramento","Alpine",2023,35,2023-08-27,2023-09-02,"Aug",39109070,1165,0,0,11,0,0,944.2,0
"Greater Sierra Sacramento","Alpine",2023,36,2023-09-03,2023-09-09,"Sep",39109070,1165,0,0,7,0,0,600.9,0
"Greater Sierra Sacramento","Alpine",2023,37,2023-09-10,2023-09-16,"Sep",39109070,1165,0,0,11,1,0,944.2,85.8
"Greater Sierra Sacramento","Alpine",2023,38,2023-09-17,2023-09-23,"Sep",39109070,1165,0,0,8,0,0,686.7,0
"Greater Sierra Sacramento","Alpine",2023,39,2023-09-24,2023-09-30,"Sep",39109070,1165,0,0,11,0,0,944.2,0
"Greater Sierra Sacramento","Alpine",2023,40,2023-10-01,2023-10-07,"Oct",39109070,1165,1,0,13,0,85.8,1115.9,0
"Greater Sierra Sacramento","Alpine",2023,41,2023-10-08,2023-10-14,"Oct",39109070,1165,1,0,9,0,85.8,772.5,0
"Greater Sierra Sacramento","Alpine",2023,42,2023-10-15,2023-10-21,"Oct",39109070,1165,1,0,5,0,85.8,429.2,0
"Greater Sierra Sacramento","Alpine",2023,43,2023-10-22,2023-10-28,"Oct",39109070,1165,1,0,6,1,85.8,515,85.8
"Greater Sierra Sacramento","Alpine",2023,44,2023-10-29,2023-11-04,"Oct",39109070,1165,1,0,5,0,85.8,429.2,0
"Greater Sierra Sacramento","Alpine",2023,45,2023-11-05,2023-11-11,"Nov",39109070,1165,1,0,3,1,85.8,257.5,85.8
"Greater Sierra Sacramento","Alpine",2023,46,2023-11-12,2023-11-18,"Nov",39109070,1165,1,0,1,1,85.8,85.8,85.8
"Greater Sierra Sacramento","Alpine",2023,47,2023-11-19,2023-11-25,"Nov",39109070,1165,1,0,0,0,85.8,0,0
"Greater Sierra Sacramento","Alpine",2023,48,2023-11-26,2023-12-02,"Nov",39109070,1165,1,0,0,0,85.8,0,0
"Greater Sierra Sacramento","Alpine",2023,49,2023-12-03,2023-12-09,"Dec",39109070,1165,1,0,0,0,85.8,0,0
"Greater Sierra Sacramento","Alpine",2023,50,2023-12-10,2023-12-16,"Dec",39109070,1165,1,0,0,0,85.8,0,0
"Greater Sierra Sacramento","Alpine",2023,51,2023-12-17,2023-12-23,"Dec",39109070,1165,1,0,0,0,85.8,0,0
"Greater Sierra Sacramento","Alpine",2023,52,2023-12-24,2023-12-30,"Dec",39109070,1165,1,0,0,0,85.8,0,0
"Greater Sierra Sacramento","Amador",2023,22,2023-05-28,2023-06-03,"May",39109070,40122,0,0,6,0,0,15,0
"Greater Sierra Sacramento","Amador",2023,23,2023-06-04,2023-06-10,"Jun",39109070,40122,0,0,7,0,0,17.4,0
"Greater Sierra Sacramento","Amador",2023,24,2023-06-11,2023-06-17,"Jun",39109070,40122,0,0,7,2,0,17.4,5
"Greater Sierra Sacramento","Amador",2023,25,2023-06-18,2023-06-24,"Jun",39109070,40122,2,0,25,0,5,62.3,0
"Greater Sierra Sacramento","Amador",2023,26,2023-06-25,2023-07-01,"Jun",39109070,40122,2,0,42,0,5,104.7,0
"Greater Sierra Sacramento","Amador",2023,27,2023-07-02,2023-07-08,"Jul",39109070,40122,2,0,46,2,5,114.7,5
"Greater Sierra Sacramento","Amador",2023,28,2023-07-09,2023-07-15,"Jul",39109070,40122,4,0,72,2,10,179.5,5
"Greater Sierra Sacramento","Amador",2023,29,2023-07-16,2023-07-22,"Jul",39109070,40122,4,0,55,2,10,137.1,5
"Greater Sierra Sacramento","Amador",2023,30,2023-07-23,2023-07-29,"Jul",39109070,40122,6,0,54,3,15,134.6,7.5
"Greater Sierra Sacramento","Amador",2023,31,2023-07-30,2023-08-05,"Jul",39109070,40122,9,0,101,3,22.4,251.7,7.5
"Greater Sierra Sacramento","Amador",2023,32,2023-08-06,2023-08-12,"Aug",39109070,40122,10,0,99,1,24.9,246.7,2.5
"Greater Sierra Sacramento","Amador",2023,33,2023-08-13,2023-08-19,"Aug",39109070,40122,14,0,138,6,34.9,344,15
"Greater Sierra Sacramento","Amador",2023,34,2023-08-20,2023-08-26,"Aug",39109070,40122,16,0,199,4,39.9,496,10
"Greater Sierra Sacramento","Amador",2023,35,2023-08-27,2023-09-02,"Aug",39109070,40122,23,0,280,5,57.3,697.9,12.5
"Greater Sierra Sacramento","Amador",2023,36,2023-09-03,2023-09-09,"Sep",39109070,40122,27,0,325,6,67.3,810,15
"Greater Sierra Sacramento","Amador",2023,37,2023-09-10,2023-09-16,"Sep",39109070,40122,34,0,277,7,84.7,690.4,17.4
"Greater Sierra Sacramento","Amador",2023,38,2023-09-17,2023-09-23,"Sep",39109070,40122,41,0,289,13,102.2,720.3,32.4
"Greater Sierra Sacramento","Amador",2023,39,2023-09-24,2023-09-30,"Sep",39109070,40122,44,0,259,11,109.7,645.5,27.4
"Greater Sierra Sacramento","Amador",2023,40,2023-10-01,2023-10-07,"Oct",39109070,40122,47,0,260,13,117.1,648,32.4
"Greater Sierra Sacramento","Amador",2023,41,2023-10-08,2023-10-14,"Oct",39109070,40122,51,0,264,6,127.1,658,15
"Greater Sierra Sacramento","Amador",2023,42,2023-10-15,2023-10-21,"Oct",39109070,40122,52,0,238,8,129.6,593.2,19.9
"Greater Sierra Sacramento","Amador",2023,43,2023-10-22,2023-10-28,"Oct",39109070,40122,53,0,216,13,132.1,538.4,32.4
"Greater Sierra Sacramento","Amador",2023,44,2023-10-29,2023-11-04,"Oct",39109070,40122,53,0,139,6,132.1,346.4,15
"Greater Sierra Sacramento","Amador",2023,45,2023-11-05,2023-11-11,"Nov",39109070,40122,54,0,88,12,134.6,219.3,29.9
"Greater Sierra Sacramento","Amador",2023,46,2023-11-12,2023-11-18,"Nov",39109070,40122,54,0,33,4,134.6,82.2,10
"Greater Sierra Sacramento","Amador",2023,47,2023-11-19,2023-11-25,"Nov",39109070,40122,54,0,3,8,134.6,7.5,19.9
"Greater Sierra Sacramento","Amador",2023,48,2023-11-26,2023-12-02,"Nov",39109070,40122,54,0,7,3,134.6,17.4,7.5
"Greater Sierra Sacramento","Amador",2023,49,2023-12-03,2023-12-09,"Dec",39109070,40122,54,0,0,0,134.6,0,0
"Greater Sierra Sacramento","Amador",2023,50,2023-12-10,2023-12-16,"Dec",39109070,40122,54,0,2,0,134.6,5,0
"Greater Sierra Sacramento","Amador",2023,51,2023-12-17,2023-12-23,"Dec",39109070,40122,54,0,0,0,134.6,0,0
"Greater Sierra Sacramento","Amador",2023,52,2023-12-24,2023-12-30,"Dec",39109070,40122,54,0,0,0,134.6,0,0
"Greater Sierra Sacramento","Butte",2023,22,2023-05-28,2023-06-03,"May",39109070,205860,0,0,67,0,0,32.5,0
"Greater Sierra Sacramento","Butte",2023,23,2023-06-04,2023-06-10,"Jun",39109070,205860,0,0,63,0,0,30.6,0
"Greater Sierra Sacramento","Butte",2023,24,2023-06-11,2023-06-17,"Jun",39109070,205860,0,0,45,1,0,21.9,0.5
"Greater Sierra Sacramento","Butte",2023,25,2023-06-18,2023-06-24,"Jun",39109070,205860,1,0,151,5,0.5,73.4,2.4
"Greater Sierra Sacramento","Butte",2023,26,2023-06-25,2023-07-01,"Jun",39109070,205860,11,0,271,2,5.3,131.6,1
"Greater Sierra Sacramento","Butte",2023,27,2023-07-02,2023-07-08,"Jul",39109070,205860,19,0,323,6,9.2,156.9,2.9
"Greater Sierra Sacramento","Butte",2023,28,2023-07-09,2023-07-15,"Jul",39109070,205860,24,0,395,5,11.7,191.9,2.4
"Greater Sierra Sacramento","Butte",2023,29,2023-07-16,2023-07-22,"Jul",39109070,205860,26,0,305,12,12.6,148.2,5.8
"Greater Sierra Sacramento","Butte",2023,30,2023-07-23,2023-07-29,"Jul",39109070,205860,29,0,336,13,14.1,163.2,6.3
"Greater Sierra Sacramento","Butte",2023,31,2023-07-30,2023-08-05,"Jul",39109070,205860,40,0,606,6,19.4,294.4,2.9
"Greater Sierra Sacramento","Butte",2023,32,2023-08-06,2023-08-12,"Aug",39109070,205860,51,0,567,16,24.8,275.4,7.8
"Greater Sierra Sacramento","Butte",2023,33,2023-08-13,2023-08-19,"Aug",39109070,205860,69,0,752,26,33.5,365.3,12.6
"Greater Sierra Sacramento","Butte",2023,34,2023-08-20,2023-08-26,"Aug",39109070,205860,90,0,1134,21,43.7,550.9,10.2
"Greater Sierra Sacramento","Butte",2023,35,2023-08-27,2023-09-02,"Aug",39109070,205860,123,0,1717,21,59.7,834.1,10.2
"Greater Sierra Sacramento","Butte",2023,36,2023-09-03,2023-09-09,"Sep",39109070,205860,155,0,1756,38,75.3,853,18.5
"Greater Sierra Sacramento","Butte",2023,37,2023-09-10,2023-09-16,"Sep",39109070,205860,177,0,1574,53,86,764.6,25.7
"Greater Sierra Sacramento","Butte",2023,38,2023-09-17,2023-09-23,"Sep",39109070,205860,210,0,1838,52,102,892.8,25.3
"Greater Sierra Sacramento","Butte",2023,39,2023-09-24,2023-09-30,"Sep",39109070,205860,245,0,1553,58,119,754.4,28.2
"Greater Sierra Sacramento","Butte",2023,40,2023-10-01,2023-10-07,"Oct",39109070,205860,284,0,1488,59,138,722.8,28.7
"Greater Sierra Sacramento","Butte",2023,41,2023-10-08,2023-10-14,"Oct",39109070,205860,311,0,1468,42,151.1,713.1,20.4
"Greater Sierra Sacramento","Butte",2023,42,2023-10-15,2023-10-21,"Oct",39109070,205860,345,0,1533,48,167.6,744.7,23.3
"Greater Sierra Sacramento","Butte",2023,43,2023-10-22,2023-10-28,"Oct",39109070,205860,370,0,1228,44,179.7,596.5,21.4
"Greater Sierra Sacramento","Butte",2023,44,2023-10-29,2023-11-04,"Oct",39109070,205860,395,0,801,56,191.9,389.1,27.2
"Greater Sierra Sacramento","Butte",2023,45,2023-11-05,2023-11-11,"Nov",39109070,205860,413,0,579,35,200.6,281.3,17
"Greater Sierra Sacramento","Butte",2023,46,2023-11-12,2023-11-18,"Nov",39109070,205860,418,0,198,29,203.1,96.2,14.1
"Greater Sierra Sacramento","Butte",2023,47,2023-11-19,2023-11-25,"Nov",39109070,205860,419,0,26,22,203.5,12.6,10.7
"Greater Sierra Sacramento","Butte",2023,48,2023-11-26,2023-12-02,"Nov",39109070,205860,421,0,27,9,204.5,13.1,4.4
"Greater Sierra Sacramento","Butte",2023,49,2023-12-03,2023-12-09,"Dec",39109070,205860,421,0,0,3,204.5,0,1.5
"Greater Sierra Sacramento","Butte",2023,50,2023-12-10,2023-12-16,"Dec",39109070,205860,422,0,40,0,205,19.4,0
"Greater Sierra Sacramento","Butte",2023,51,2023-12-17,2023-12-23,"Dec",39109070,205860,422,0,0,0,205,0,0
"Greater Sierra Sacramento","Butte",2023,52,2023-12-24,2023-12-30,"Dec",39109070,205860,422,0,0,2,205,0,1
"Greater Sierra Sacramento","Colusa",2023,22,2023-05-28,2023-06-03,"May",39109070,21905,0,0,12,0,0,54.8,0
"Greater Sierra Sacramento","Colusa",2023,23,2023-06-04,2023-06-10,"Jun",39109070,21905,0,0,17,0,0,77.6,0
"Greater Sierra Sacramento","Colusa",2023,24,2023-06-11,2023-06-17,"Jun",39109070,21905,0,0,16,0,0,73,0
"Greater Sierra Sacramento","Colusa",2023,25,2023-06-18,2023-06-24,"Jun",39109070,21905,2,0,37,0,9.1,168.9,0
"Greater Sierra Sacramento","Colusa",2023,26,2023-06-25,2023-07-01,"Jun",39109070,21905,3,0,58,0,13.7,264.8,0
"Greater Sierra Sacramento","Colusa",2023,27,2023-07-02,2023-07-08,"Jul",39109070,21905,5,0,73,3,22.8,333.3,13.7
"Greater Sierra Sacramento","Colusa",2023,28,2023-07-09,2023-07-15,"Jul",39109070,21905,7,0,114,0,32,520.4,0
"Greater Sierra Sacramento","Colusa",2023,29,2023-07-16,2023-07-22,"Jul",39109070,21905,7,0,84,1,32,383.5,4.6
"Greater Sierra Sacramento","Colusa",2023,30,2023-07-23,2023-07-29,"Jul",39109070,21905,7,0,66,5,32,301.3,22.8
"Greater Sierra Sacramento","Colusa",2023,31,2023-07-30,2023-08-05,"Jul",39109070,21905,7,0,134,2,32,611.7,9.1
"Greater Sierra Sacramento","Colusa",2023,32,2023-08-06,2023-08-12,"Aug",39109070,21905,10,0,117,1,45.7,534.1,4.6
"Greater Sierra Sacramento","Colusa",2023,33,2023-08-13,2023-08-19,"Aug",39109070,21905,10,0,163,6,45.7,744.1,27.4
"Greater Sierra Sacramento","Colusa",2023,34,2023-08-20,2023-08-26,"Aug",39109070,21905,20,0,274,1,91.3,1250.9,4.6
"Greater Sierra Sacramento","Colusa",2023,35,2023-08-27,2023-09-02,"Aug",39109070,21905,25,0,376,5,114.1,1716.5,22.8
"Greater Sierra Sacramento","Colusa",2023,36,2023-09-03,2023-09-09,"Sep",39109070,21905,28,0,393,8,127.8,1794.1,36.5
"Greater Sierra Sacramento","Colusa",2023,37,2023-09-10,2023-09-16,"Sep",39109070,21905,32,0,382,10,146.1,1743.9,45.7
"Greater Sierra Sacramento","Colusa",2023,38,2023-09-17,2023-09-23,"Sep",39109070,21905,40,0,416,14,182.6,1899.1,63.9
"Greater Sierra Sacramento","Colusa",2023,39,2023-09-24,2023-09-30,"Sep",39109070,21905,42,0,338,10,191.7,1543,45.7
"Greater Sierra Sacramento","Colusa",2023,40,2023-10-01,2023-10-07,"Oct",39109070,21905,45,0,328,10,205.4,1497.4,45.7
"Greater Sierra Sacramento","Colusa",2023,41,2023-10-08,2023-10-14,"Oct",39109070,21905,47,0,309,14,214.6,1410.6,63.9
"Greater Sierra Sacramento","Colusa",2023,42,2023-10-15,2023-10-21,"Oct",39109070,21905,49,0,327,8,223.7,1492.8,36.5
"Greater Sierra Sacramento","Colusa",2023,43,2023-10-22,2023-10-28,"Oct",39109070,21905,52,0,236,6,237.4,1077.4,27.4
"Greater Sierra Sacramento","Colusa",2023,44,2023-10-29,2023-11-04,"Oct",39109070,21905,52,0,179,11,237.4,817.2,50.2
"Greater Sierra Sacramento","Colusa",2023,45,2023-11-05,2023-11-11,"Nov",39109070,21905,53,0,108,4,242,493,18.3
"Greater Sierra Sacramento","Colusa",2023,46,2023-11-12,2023-11-18,"Nov",39109070,21905,54,0,45,5,246.5,205.4,22.8
"Greater Sierra Sacramento","Colusa",2023,47,2023-11-19,2023-11-25,"Nov",39109070,21905,54,0,6,8,246.5,27.4,36.5
"Greater Sierra Sacramento","Colusa",2023,48,2023-11-26,2023-12-02,"Nov",39109070,21905,54,0,11,2,246.5,50.2,9.1
"Greater Sierra Sacramento","Colusa",2023,49,2023-12-03,2023-12-09,"Dec",39109070,21905,54,0,0,0,246.5,0,0
"Greater Sierra Sacramento","Colusa",2023,50,2023-12-10,2023-12-16,"Dec",39109070,21905,55,0,8,1,251.1,36.5,4.6
"Greater Sierra Sacramento","Colusa",2023,51,2023-12-17,2023-12-23,"Dec",39109070,21905,55,0,0,0,251.1,0,0
"Greater Sierra Sacramento","Colusa",2023,52,2023-12-24,2023-12-30,"Dec",39109070,21905,55,0,0,0,251.1,0,0
"Greater Sierra Sacramento","El Dorado",2023,22,2023-05-28,2023-06-03,"May",39109070,187285,1,0,53,0,0.5,28.3,0
"Greater Sierra Sacramento","El Dorado",2023,23,2023-06-04,2023-06-10,"Jun",39109070,187285,2,0,77,0,1.1,41.1,0
"Greater Sierra Sacramento","El Dorado",2023,24,2023-06-11,2023-06-17,"Jun",39109070,187285,3,0,59,3,1.6,31.5,1.6
"Greater Sierra Sacramento","El Dorado",2023,25,2023-06-18,2023-06-24,"Jun",39109070,187285,5,0,143,0,2.7,76.4,0
"Greater Sierra Sacramento","El Dorado",2023,26,2023-06-25,2023-07-01,"Jun",39109070,187285,10,0,250,1,5.3,133.5,0.5
"Greater Sierra Sacramento","El Dorado",2023,27,2023-07-02,2023-07-08,"Jul",39109070,187285,17,0,291,5,9.1,155.4,2.7
"Greater Sierra Sacramento","El Dorado",2023,28,2023-07-09,2023-07-15,"Jul",39109070,187285,24,0,397,8,12.8,212,4.3
"Greater Sierra Sacramento","El Dorado",2023,29,2023-07-16,2023-07-22,"Jul",39109070,187285,33,0,281,8,17.6,150,4.3
"Greater Sierra Sacramento","El Dorado",2023,30,2023-07-23,2023-07-29,"Jul",39109070,187285,40,0,318,14,21.4,169.8,7.5
"Greater Sierra Sacramento","El Dorado",2023,31,2023-07-30,2023-08-05,"Jul",39109070,187285,48,0,564,6,25.6,301.1,3.2
"Greater Sierra Sacramento","El Dorado",2023,32,2023-08-06,2023-08-12,"Aug",39109070,187285,61,0,532,6,32.6,284.1,3.2
"Greater Sierra Sacramento","El Dorado",2023,33,2023-08-13,2023-08-19,"Aug",39109070,187285,70,0,699,14,37.4,373.2,7.5
"Greater Sierra Sacramento","El Dorado",2023,34,2023-08-20,2023-08-26,"Aug",39109070,187285,81,0,995,18,43.2,531.3,9.6
"Greater Sierra Sacramento","El Dorado",2023,35,2023-08-27,2023-09-02,"Aug",39109070,187285,114,0,1504,18,60.9,803.1,9.6
"Greater Sierra Sacramento","El Dorado",2023,36,2023-09-03,2023-09-09,"Sep",39109070,187285,131,0,1501,38,69.9,801.5,20.3
"Greater Sierra Sacramento","El Dorado",2023,37,2023-09-10,2023-09-16,"Sep",39109070,187285,160,0,1445,60,85.4,771.6,32
"Greater Sierra Sacramento","El Dorado",2023,38,2023-09-17,2023-09-23,"Sep",39109070,187285,191,0,1709,59,102,912.5,31.5
"Greater Sierra Sacramento","El Dorado",2023,39,2023-09-24,2023-09-30,"Sep",39109070,187285,221,0,1377,54,118,735.2,28.8
"Greater Sierra Sacramento","El Dorado",2023,40,2023-10-01,2023-10-07,"Oct",39109070,187285,246,0,1382,74,131.4,737.9,39.5
"Greater Sierra Sacramento","El Dorado",2023,41,2023-10-08,2023-10-14,"Oct",39109070,187285,261,0,1335,50,139.4,712.8,26.7
"Greater Sierra Sacramento","El Dorado",2023,42,2023-10-15,2023-10-21,"Oct",39109070,187285,291,0,1365,63,155.4,728.8,33.6
"Greater Sierra Sacramento","El Dorado",2023,43,2023-10-22,2023-10-28,"Oct",39109070,187285,313,0,1101,46,167.1,587.9,24.6
"Greater Sierra Sacramento","El Dorado",2023,44,2023-10-29,2023-11-04,"Oct",39109070,187285,326,0,755,53,174.1,403.1,28.3
"Greater Sierra Sacramento","El Dorado",2023,45,2023-11-05,2023-11-11,"Nov",39109070,187285,335,0,535,33,178.9,285.7,17.6
"Greater Sierra Sacramento","El Dorado",2023,46,2023-11-12,2023-11-18,"Nov",39109070,187285,342,0,165,36,182.6,88.1,19.2
"Greater Sierra Sacramento","El Dorado",2023,47,2023-11-19,2023-11-25,"Nov",39109070,187285,344,0,26,22,183.7,13.9,11.7
"Greater Sierra Sacramento","El Dorado",2023,48,2023-11-26,2023-12-02,"Nov",39109070,187285,345,0,31,11,184.2,16.6,5.9
"Greater Sierra Sacramento","El Dorado",2023,49,2023-12-03,2023-12-09,"Dec",39109070,187285,345,0,0,2,184.2,0,1.1
"Greater Sierra Sacramento","El Dorado",2023,50,2023-12-10,2023-12-16,"Dec",39109070,187285,346,0,28,2,184.7,15,1.1
"Greater Sierra Sacramento","El Dorado",2023,51,2023-12-17,2023-12-23,"Dec",39109070,187285,346,0,0,1,184.7,0,0.5
"Greater Sierra Sacramento","El Dorado",2023,52,2023-12-24,2023-12-30,"Dec",39109070,187285,346,0,0,1,184.7,0,0.5
"Greater Sierra Sacramento","Nevada",2023,22,2023-05-28,2023-06-03,"May",39109070,100400,0,0,35,0,0,34.9,0
"Greater Sierra Sacramento","Nevada",2023,23,2023-06-04,2023-06-10,"Jun",39109070,100400,0,0,25,0,0,24.9,0
"Greater Sierra Sacramento","Nevada",2023,24,2023-06-11,2023-06-17,"Jun",39109070,100400,2,0,24,1,2,23.9,1
"Greater Sierra Sacramento","Nevada",2023,25,2023-06-18,2023-06-24,"Jun",39109070,100400,2,0,82,0,2,81.7,0
"Greater Sierra Sacramento","Nevada",2023,26,2023-06-25,2023-07-01,"Jun",39109070,100400,7,0,125,1,7,124.5,1
"Greater Sierra Sacramento","Nevada",2023,27,2023-07-02,2023-07-08,"Jul",39109070,100400,9,0,129,2,9,128.5,2
