"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks","inf_rate_breaks","sev_case_breaks","sev_rate_breaks"
"Central California","Tulare",41,2023-10-08,2023-10-14,90375,1723,474792,1903.5,36.3,"0 - 177K","2K - 3K","0 - 5K","22 - 44"
"Central California","Tulare",42,2023-10-15,2023-10-21,97941,1905,474792,2062.8,40.1,"0 - 177K","2K - 3K","0 - 5K","22 - 44"
"Central California","Tulare",43,2023-10-22,2023-10-28,103969,2091,474792,2189.8,44,"0 - 177K","2K - 3K","0 - 5K","22 - 44"
"Central California","Tulare",44,2023-10-29,2023-11-04,108022,2263,474792,2275.1,47.7,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tulare",45,2023-11-05,2023-11-11,110948,2408,474792,2336.8,50.7,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tulare",46,2023-11-12,2023-11-18,111977,2523,474792,2358.4,53.1,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tulare",47,2023-11-19,2023-11-25,112120,2621,474792,2361.5,55.2,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tulare",48,2023-11-26,2023-12-02,112315,2645,474792,2365.6,55.7,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tulare",49,2023-12-03,2023-12-09,112315,2653,474792,2365.6,55.9,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tulare",50,2023-12-10,2023-12-16,112499,2655,474792,2369.4,55.9,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tulare",51,2023-12-17,2023-12-23,112499,2656,474792,2369.4,55.9,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tulare",52,2023-12-24,2023-12-30,112499,2664,474792,2369.4,56.1,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Central California","Tuolumne",22,2023-05-28,2023-06-03,8,0,53387,1.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",23,2023-06-04,2023-06-10,34,0,53387,6.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",24,2023-06-11,2023-06-17,46,0,53387,8.6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",25,2023-06-18,2023-06-24,82,1,53387,15.4,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",26,2023-06-25,2023-07-01,145,2,53387,27.2,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",27,2023-07-02,2023-07-08,223,2,53387,41.8,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",28,2023-07-09,2023-07-15,334,4,53387,62.6,0.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",29,2023-07-16,2023-07-22,419,9,53387,78.5,1.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",30,2023-07-23,2023-07-29,498,15,53387,93.3,2.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",31,2023-07-30,2023-08-05,660,15,53387,123.6,2.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",32,2023-08-06,2023-08-12,840,21,53387,157.3,3.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",33,2023-08-13,2023-08-19,1032,25,53387,193.3,4.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",34,2023-08-20,2023-08-26,1336,30,53387,250.2,5.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",35,2023-08-27,2023-09-02,1812,37,53387,339.4,6.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",36,2023-09-03,2023-09-09,2222,48,53387,416.2,9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",37,2023-09-10,2023-09-16,2649,67,53387,496.2,12.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",38,2023-09-17,2023-09-23,3115,78,53387,583.5,14.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",39,2023-09-24,2023-09-30,3524,100,53387,660.1,18.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Central California","Tuolumne",40,2023-10-01,2023-10-07,3878,121,53387,726.4,22.7,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Central California","Tuolumne",41,2023-10-08,2023-10-14,4260,134,53387,797.9,25.1,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Central California","Tuolumne",42,2023-10-15,2023-10-21,4683,143,53387,877.2,26.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",43,2023-10-22,2023-10-28,4982,160,53387,933.2,30,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",44,2023-10-29,2023-11-04,5198,166,53387,973.6,31.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",45,2023-11-05,2023-11-11,5365,178,53387,1004.9,33.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",46,2023-11-12,2023-11-18,5425,185,53387,1016.2,34.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",47,2023-11-19,2023-11-25,5434,195,53387,1017.9,36.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",48,2023-11-26,2023-12-02,5444,203,53387,1019.7,38,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",49,2023-12-03,2023-12-09,5444,206,53387,1019.7,38.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",50,2023-12-10,2023-12-16,5447,206,53387,1020.3,38.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",51,2023-12-17,2023-12-23,5447,206,53387,1020.3,38.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Central California","Tuolumne",52,2023-12-24,2023-12-30,5447,207,53387,1020.3,38.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Alpine",22,2023-05-28,2023-06-03,0,0,1165,0,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",23,2023-06-04,2023-06-10,0,0,1165,0,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",24,2023-06-11,2023-06-17,0,0,1165,0,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",25,2023-06-18,2023-06-24,0,0,1165,0,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",26,2023-06-25,2023-07-01,2,0,1165,17.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",27,2023-07-02,2023-07-08,4,0,1165,34.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",28,2023-07-09,2023-07-15,8,0,1165,68.7,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",29,2023-07-16,2023-07-22,11,0,1165,94.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",30,2023-07-23,2023-07-29,11,0,1165,94.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",31,2023-07-30,2023-08-05,18,0,1165,154.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",32,2023-08-06,2023-08-12,21,0,1165,180.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",33,2023-08-13,2023-08-19,29,0,1165,248.9,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",34,2023-08-20,2023-08-26,38,0,1165,326.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",35,2023-08-27,2023-09-02,49,0,1165,420.6,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",36,2023-09-03,2023-09-09,56,0,1165,480.7,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",37,2023-09-10,2023-09-16,67,1,1165,575.1,8.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",38,2023-09-17,2023-09-23,75,1,1165,643.8,8.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",39,2023-09-24,2023-09-30,86,1,1165,738.2,8.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",40,2023-10-01,2023-10-07,99,1,1165,849.8,8.6,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",41,2023-10-08,2023-10-14,108,1,1165,927,8.6,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",42,2023-10-15,2023-10-21,113,1,1165,970,8.6,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",43,2023-10-22,2023-10-28,119,2,1165,1021.5,17.2,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",44,2023-10-29,2023-11-04,124,2,1165,1064.4,17.2,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Alpine",45,2023-11-05,2023-11-11,127,3,1165,1090.1,25.8,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Alpine",46,2023-11-12,2023-11-18,128,4,1165,1098.7,34.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Alpine",47,2023-11-19,2023-11-25,128,4,1165,1098.7,34.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Alpine",48,2023-11-26,2023-12-02,128,4,1165,1098.7,34.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Alpine",49,2023-12-03,2023-12-09,128,4,1165,1098.7,34.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Alpine",50,2023-12-10,2023-12-16,128,4,1165,1098.7,34.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Alpine",51,2023-12-17,2023-12-23,128,4,1165,1098.7,34.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Alpine",52,2023-12-24,2023-12-30,128,4,1165,1098.7,34.3,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",22,2023-05-28,2023-06-03,6,0,40122,1.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",23,2023-06-04,2023-06-10,13,0,40122,3.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",24,2023-06-11,2023-06-17,20,2,40122,5,0.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",25,2023-06-18,2023-06-24,45,2,40122,11.2,0.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",26,2023-06-25,2023-07-01,87,2,40122,21.7,0.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",27,2023-07-02,2023-07-08,133,4,40122,33.1,1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",28,2023-07-09,2023-07-15,205,6,40122,51.1,1.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",29,2023-07-16,2023-07-22,260,8,40122,64.8,2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",30,2023-07-23,2023-07-29,314,11,40122,78.3,2.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",31,2023-07-30,2023-08-05,415,14,40122,103.4,3.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",32,2023-08-06,2023-08-12,514,15,40122,128.1,3.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",33,2023-08-13,2023-08-19,652,21,40122,162.5,5.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",34,2023-08-20,2023-08-26,851,25,40122,212.1,6.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",35,2023-08-27,2023-09-02,1131,30,40122,281.9,7.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",36,2023-09-03,2023-09-09,1456,36,40122,362.9,9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",37,2023-09-10,2023-09-16,1733,43,40122,431.9,10.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",38,2023-09-17,2023-09-23,2022,56,40122,504,14,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",39,2023-09-24,2023-09-30,2281,67,40122,568.5,16.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",40,2023-10-01,2023-10-07,2541,80,40122,633.3,19.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",41,2023-10-08,2023-10-14,2805,86,40122,699.1,21.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Amador",42,2023-10-15,2023-10-21,3043,94,40122,758.4,23.4,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",43,2023-10-22,2023-10-28,3259,107,40122,812.3,26.7,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",44,2023-10-29,2023-11-04,3398,113,40122,846.9,28.2,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",45,2023-11-05,2023-11-11,3486,125,40122,868.9,31.2,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",46,2023-11-12,2023-11-18,3519,129,40122,877.1,32.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",47,2023-11-19,2023-11-25,3522,137,40122,877.8,34.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",48,2023-11-26,2023-12-02,3529,140,40122,879.6,34.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",49,2023-12-03,2023-12-09,3529,140,40122,879.6,34.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",50,2023-12-10,2023-12-16,3531,140,40122,880.1,34.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",51,2023-12-17,2023-12-23,3531,140,40122,880.1,34.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Amador",52,2023-12-24,2023-12-30,3531,140,40122,880.1,34.9,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",22,2023-05-28,2023-06-03,67,0,205860,3.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",23,2023-06-04,2023-06-10,130,0,205860,6.3,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",24,2023-06-11,2023-06-17,175,1,205860,8.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",25,2023-06-18,2023-06-24,326,6,205860,15.8,0.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",26,2023-06-25,2023-07-01,597,8,205860,29,0.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",27,2023-07-02,2023-07-08,920,14,205860,44.7,0.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",28,2023-07-09,2023-07-15,1315,19,205860,63.9,0.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",29,2023-07-16,2023-07-22,1620,31,205860,78.7,1.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",30,2023-07-23,2023-07-29,1956,44,205860,95,2.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",31,2023-07-30,2023-08-05,2562,50,205860,124.5,2.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",32,2023-08-06,2023-08-12,3129,66,205860,152,3.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",33,2023-08-13,2023-08-19,3881,92,205860,188.5,4.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",34,2023-08-20,2023-08-26,5015,113,205860,243.6,5.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",35,2023-08-27,2023-09-02,6732,134,205860,327,6.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",36,2023-09-03,2023-09-09,8488,172,205860,412.3,8.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",37,2023-09-10,2023-09-16,10062,225,205860,488.8,10.9,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",38,2023-09-17,2023-09-23,11900,277,205860,578.1,13.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",39,2023-09-24,2023-09-30,13453,335,205860,653.5,16.3,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",40,2023-10-01,2023-10-07,14941,394,205860,725.8,19.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",41,2023-10-08,2023-10-14,16409,436,205860,797.1,21.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Butte",42,2023-10-15,2023-10-21,17942,484,205860,871.6,23.5,"0 - 177K","0 - 875","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",43,2023-10-22,2023-10-28,19170,528,205860,931.2,25.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",44,2023-10-29,2023-11-04,19971,584,205860,970.1,28.4,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",45,2023-11-05,2023-11-11,20550,619,205860,998.3,30.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",46,2023-11-12,2023-11-18,20748,648,205860,1007.9,31.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",47,2023-11-19,2023-11-25,20774,670,205860,1009.1,32.5,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",48,2023-11-26,2023-12-02,20801,679,205860,1010.4,33,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",49,2023-12-03,2023-12-09,20801,682,205860,1010.4,33.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",50,2023-12-10,2023-12-16,20841,682,205860,1012.4,33.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",51,2023-12-17,2023-12-23,20841,682,205860,1012.4,33.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Butte",52,2023-12-24,2023-12-30,20841,684,205860,1012.4,33.2,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Colusa",22,2023-05-28,2023-06-03,12,0,21905,5.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",23,2023-06-04,2023-06-10,29,0,21905,13.2,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",24,2023-06-11,2023-06-17,45,0,21905,20.5,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",25,2023-06-18,2023-06-24,82,0,21905,37.4,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",26,2023-06-25,2023-07-01,140,0,21905,63.9,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",27,2023-07-02,2023-07-08,213,3,21905,97.2,1.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",28,2023-07-09,2023-07-15,327,3,21905,149.3,1.4,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",29,2023-07-16,2023-07-22,411,4,21905,187.6,1.8,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",30,2023-07-23,2023-07-29,477,9,21905,217.8,4.1,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",31,2023-07-30,2023-08-05,611,11,21905,278.9,5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",32,2023-08-06,2023-08-12,728,12,21905,332.3,5.5,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",33,2023-08-13,2023-08-19,891,18,21905,406.8,8.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",34,2023-08-20,2023-08-26,1165,19,21905,531.8,8.7,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",35,2023-08-27,2023-09-02,1541,24,21905,703.5,11,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",36,2023-09-03,2023-09-09,1934,32,21905,882.9,14.6,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",37,2023-09-10,2023-09-16,2316,42,21905,1057.3,19.2,"0 - 177K","875 - 2K","0 - 5K","0 - 22"
"Greater Sierra Sacramento","Colusa",38,2023-09-17,2023-09-23,2732,56,21905,1247.2,25.6,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Colusa",39,2023-09-24,2023-09-30,3070,66,21905,1401.5,30.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Colusa",40,2023-10-01,2023-10-07,3398,76,21905,1551.2,34.7,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Colusa",41,2023-10-08,2023-10-14,3707,90,21905,1692.3,41.1,"0 - 177K","875 - 2K","0 - 5K","22 - 44"
"Greater Sierra Sacramento","Colusa",42,2023-10-15,2023-10-21,4034,98,21905,1841.6,44.7,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",43,2023-10-22,2023-10-28,4270,104,21905,1949.3,47.5,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",44,2023-10-29,2023-11-04,4449,115,21905,2031,52.5,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",45,2023-11-05,2023-11-11,4557,119,21905,2080.3,54.3,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",46,2023-11-12,2023-11-18,4602,124,21905,2100.9,56.6,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",47,2023-11-19,2023-11-25,4608,132,21905,2103.6,60.3,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",48,2023-11-26,2023-12-02,4619,134,21905,2108.7,61.2,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",49,2023-12-03,2023-12-09,4619,134,21905,2108.7,61.2,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",50,2023-12-10,2023-12-16,4627,135,21905,2112.3,61.6,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",51,2023-12-17,2023-12-23,4627,135,21905,2112.3,61.6,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","Colusa",52,2023-12-24,2023-12-30,4627,135,21905,2112.3,61.6,"0 - 177K","2K - 3K","0 - 5K","44 - 66"
"Greater Sierra Sacramento","El Dorado",22,2023-05-28,2023-06-03,53,0,187285,2.8,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","El Dorado",23,2023-06-04,2023-06-10,130,0,187285,6.9,0,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","El Dorado",24,2023-06-11,2023-06-17,189,3,187285,10.1,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
"Greater Sierra Sacramento","El Dorado",25,2023-06-18,2023-06-24,332,3,187285,17.7,0.2,"0 - 177K","0 - 875","0 - 5K","0 - 22"
