"health_officer_region","county","mmwr_week","start_date","end_date","cumulative_infected","cumulative_severe","total_cnty_pop","inf_rate_100k","sev_rate_100k","case_breaks_bins","case_breaks","inf_rate_breaks_bins","inf_rate_breaks","sev_case_breaks_bins","sev_case_breaks","sev_rate_breaks_bins","sev_rate_breaks"
"Central California","Stanislaus",48,2023-11-26,2023-12-02,108691,2858,545704,19917.6,523.7,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Stanislaus",49,2023-12-03,2023-12-09,108691,2873,545704,19917.6,526.5,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Stanislaus",50,2023-12-10,2023-12-16,108872,2877,545704,19950.7,527.2,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Stanislaus",51,2023-12-17,2023-12-23,108872,2878,545704,19950.7,527.4,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Stanislaus",52,2023-12-24,2023-12-30,108872,2882,545704,19950.7,528.1,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",22,2023-05-28,2023-06-03,345,0,474792,72.7,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",23,2023-06-04,2023-06-10,709,0,474792,149.3,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",24,2023-06-11,2023-06-17,1046,2,474792,220.3,0.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",25,2023-06-18,2023-06-24,1948,15,474792,410.3,3.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",26,2023-06-25,2023-07-01,3547,21,474792,747.1,4.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",27,2023-07-02,2023-07-08,5406,50,474792,1138.6,10.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",28,2023-07-09,2023-07-15,7764,86,474792,1635.2,18.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",29,2023-07-16,2023-07-22,9604,140,474792,2022.8,29.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",30,2023-07-23,2023-07-29,11535,201,474792,2429.5,42.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",31,2023-07-30,2023-08-05,14938,246,474792,3146.2,51.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",32,2023-08-06,2023-08-12,18375,295,474792,3870.1,62.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",33,2023-08-13,2023-08-19,22808,373,474792,4803.8,78.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",34,2023-08-20,2023-08-26,29275,450,474792,6165.9,94.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",35,2023-08-27,2023-09-02,38966,528,474792,8207,111.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",36,2023-09-03,2023-09-09,48614,660,474792,10239,139,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",37,2023-09-10,2023-09-16,57362,872,474792,12081.5,183.7,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tulare",38,2023-09-17,2023-09-23,67032,1099,474792,14118.2,231.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tulare",39,2023-09-24,2023-09-30,74938,1302,474792,15783.3,274.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tulare",40,2023-10-01,2023-10-07,82837,1527,474792,17447,321.6,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tulare",41,2023-10-08,2023-10-14,90375,1723,474792,19034.7,362.9,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tulare",42,2023-10-15,2023-10-21,97941,1905,474792,20628.2,401.2,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tulare",43,2023-10-22,2023-10-28,103969,2091,474792,21897.8,440.4,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tulare",44,2023-10-29,2023-11-04,108022,2263,474792,22751.4,476.6,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",45,2023-11-05,2023-11-11,110948,2408,474792,23367.7,507.2,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",46,2023-11-12,2023-11-18,111977,2523,474792,23584.4,531.4,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",47,2023-11-19,2023-11-25,112120,2621,474792,23614.6,552,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",48,2023-11-26,2023-12-02,112315,2645,474792,23655.6,557.1,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",49,2023-12-03,2023-12-09,112315,2653,474792,23655.6,558.8,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",50,2023-12-10,2023-12-16,112499,2655,474792,23694.4,559.2,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",51,2023-12-17,2023-12-23,112499,2656,474792,23694.4,559.4,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tulare",52,2023-12-24,2023-12-30,112499,2664,474792,23694.4,561.1,"0 - 126,593","0 - 127K","17,506 - 26,260","18K - 26K","0 - 5,021","0 - 5K","442 - 663","442 - 663"
"Central California","Tuolumne",22,2023-05-28,2023-06-03,8,0,53387,15,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",23,2023-06-04,2023-06-10,34,0,53387,63.7,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",24,2023-06-11,2023-06-17,46,0,53387,86.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",25,2023-06-18,2023-06-24,82,1,53387,153.6,1.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",26,2023-06-25,2023-07-01,145,2,53387,271.6,3.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",27,2023-07-02,2023-07-08,223,2,53387,417.7,3.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",28,2023-07-09,2023-07-15,334,4,53387,625.6,7.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",29,2023-07-16,2023-07-22,419,9,53387,784.8,16.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",30,2023-07-23,2023-07-29,498,15,53387,932.8,28.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",31,2023-07-30,2023-08-05,660,15,53387,1236.3,28.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",32,2023-08-06,2023-08-12,840,21,53387,1573.4,39.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",33,2023-08-13,2023-08-19,1032,25,53387,1933.1,46.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",34,2023-08-20,2023-08-26,1336,30,53387,2502.5,56.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",35,2023-08-27,2023-09-02,1812,37,53387,3394.1,69.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",36,2023-09-03,2023-09-09,2222,48,53387,4162.1,89.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",37,2023-09-10,2023-09-16,2649,67,53387,4961.9,125.5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",38,2023-09-17,2023-09-23,3115,78,53387,5834.8,146.1,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",39,2023-09-24,2023-09-30,3524,100,53387,6600.9,187.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Central California","Tuolumne",40,2023-10-01,2023-10-07,3878,121,53387,7263.9,226.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",41,2023-10-08,2023-10-14,4260,134,53387,7979.5,251,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",42,2023-10-15,2023-10-21,4683,143,53387,8771.8,267.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",43,2023-10-22,2023-10-28,4982,160,53387,9331.9,299.7,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",44,2023-10-29,2023-11-04,5198,166,53387,9736.5,310.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",45,2023-11-05,2023-11-11,5365,178,53387,10049.3,333.4,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",46,2023-11-12,2023-11-18,5425,185,53387,10161.6,346.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",47,2023-11-19,2023-11-25,5434,195,53387,10178.5,365.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",48,2023-11-26,2023-12-02,5444,203,53387,10197.2,380.2,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",49,2023-12-03,2023-12-09,5444,206,53387,10197.2,385.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",50,2023-12-10,2023-12-16,5447,206,53387,10202.9,385.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",51,2023-12-17,2023-12-23,5447,206,53387,10202.9,385.9,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Central California","Tuolumne",52,2023-12-24,2023-12-30,5447,207,53387,10202.9,387.7,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Alpine",22,2023-05-28,2023-06-03,0,0,1165,0,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",23,2023-06-04,2023-06-10,0,0,1165,0,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",24,2023-06-11,2023-06-17,0,0,1165,0,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",25,2023-06-18,2023-06-24,0,0,1165,0,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",26,2023-06-25,2023-07-01,2,0,1165,171.7,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",27,2023-07-02,2023-07-08,4,0,1165,343.3,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",28,2023-07-09,2023-07-15,8,0,1165,686.7,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",29,2023-07-16,2023-07-22,11,0,1165,944.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",30,2023-07-23,2023-07-29,11,0,1165,944.2,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",31,2023-07-30,2023-08-05,18,0,1165,1545.1,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",32,2023-08-06,2023-08-12,21,0,1165,1802.6,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",33,2023-08-13,2023-08-19,29,0,1165,2489.3,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",34,2023-08-20,2023-08-26,38,0,1165,3261.8,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",35,2023-08-27,2023-09-02,49,0,1165,4206,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",36,2023-09-03,2023-09-09,56,0,1165,4806.9,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",37,2023-09-10,2023-09-16,67,1,1165,5751.1,85.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",38,2023-09-17,2023-09-23,75,1,1165,6437.8,85.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",39,2023-09-24,2023-09-30,86,1,1165,7382,85.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",40,2023-10-01,2023-10-07,99,1,1165,8497.9,85.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",41,2023-10-08,2023-10-14,108,1,1165,9270.4,85.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",42,2023-10-15,2023-10-21,113,1,1165,9699.6,85.8,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",43,2023-10-22,2023-10-28,119,2,1165,10214.6,171.7,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",44,2023-10-29,2023-11-04,124,2,1165,10643.8,171.7,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Alpine",45,2023-11-05,2023-11-11,127,3,1165,10901.3,257.5,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Alpine",46,2023-11-12,2023-11-18,128,4,1165,10987.1,343.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Alpine",47,2023-11-19,2023-11-25,128,4,1165,10987.1,343.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Alpine",48,2023-11-26,2023-12-02,128,4,1165,10987.1,343.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Alpine",49,2023-12-03,2023-12-09,128,4,1165,10987.1,343.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Alpine",50,2023-12-10,2023-12-16,128,4,1165,10987.1,343.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Alpine",51,2023-12-17,2023-12-23,128,4,1165,10987.1,343.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Alpine",52,2023-12-24,2023-12-30,128,4,1165,10987.1,343.3,"0 - 126,593","0 - 127K","8,753 - 17,506","9K - 18K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Amador",22,2023-05-28,2023-06-03,6,0,40122,15,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",23,2023-06-04,2023-06-10,13,0,40122,32.4,0,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",24,2023-06-11,2023-06-17,20,2,40122,49.8,5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",25,2023-06-18,2023-06-24,45,2,40122,112.2,5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",26,2023-06-25,2023-07-01,87,2,40122,216.8,5,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",27,2023-07-02,2023-07-08,133,4,40122,331.5,10,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",28,2023-07-09,2023-07-15,205,6,40122,510.9,15,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",29,2023-07-16,2023-07-22,260,8,40122,648,19.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",30,2023-07-23,2023-07-29,314,11,40122,782.6,27.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",31,2023-07-30,2023-08-05,415,14,40122,1034.3,34.9,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",32,2023-08-06,2023-08-12,514,15,40122,1281.1,37.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",33,2023-08-13,2023-08-19,652,21,40122,1625,52.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",34,2023-08-20,2023-08-26,851,25,40122,2121,62.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",35,2023-08-27,2023-09-02,1131,30,40122,2818.9,74.8,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",36,2023-09-03,2023-09-09,1456,36,40122,3628.9,89.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",37,2023-09-10,2023-09-16,1733,43,40122,4319.3,107.2,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",38,2023-09-17,2023-09-23,2022,56,40122,5039.6,139.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",39,2023-09-24,2023-09-30,2281,67,40122,5685.2,167,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",40,2023-10-01,2023-10-07,2541,80,40122,6333.2,199.4,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",41,2023-10-08,2023-10-14,2805,86,40122,6991.2,214.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","0 - 221","0 - 221"
"Greater Sierra Sacramento","Amador",42,2023-10-15,2023-10-21,3043,94,40122,7584.4,234.3,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Amador",43,2023-10-22,2023-10-28,3259,107,40122,8122.7,266.7,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
"Greater Sierra Sacramento","Amador",44,2023-10-29,2023-11-04,3398,113,40122,8469.2,281.6,"0 - 126,593","0 - 127K","0 - 8,753","0 - 9K","0 - 5,021","0 - 5K","221 - 442","221 - 442"
